user_id,Age Category,Country
4092,19-30,United States
4096,31-40,Canada
4098,19-30,Hong Kong
4107,19-30,Canada
4114,Age_Unknown,Germany
4120,Age_Unknown,United States
4122,19-30,United States
4131,41-60,United Kingdom
4138,19-30,United States
4143,Age_Unknown,United States
4144,31-40,Canada
4149,Age_Unknown,United States
4157,31-40,United States
4164,Age_Unknown,United States
4165,41-60,United States
4169,41-60,United States
4170,Age_Unknown,United States
4179,11-19,United States
4183,41-60,United States
4187,31-40,United States
4188,31-40,United States
4191,19-30,United States
4193,Age_Unknown,Country_Unknown
4195,Age_Unknown,United States
4196,Age_Unknown,United States
4197,61+,United States
4203,Age_Unknown,United States
4208,Age_Unknown,Israel
4221,Age_Unknown,United States
4223,19-30,Germany
4225,31-40,Canada
4226,Age_Unknown,United States
4228,41-60,United States
4246,Age_Unknown,United States
4248,19-30,Canada
4258,Age_Unknown,Switzerland
4260,31-40,France
4278,31-40,Denmark
4285,41-60,United States
4292,Age_Unknown,United States
4303,Age_Unknown,Canada
4306,41-60,Canada
4333,11-19,Spain
4334,31-40,Italy
4339,31-40,Spain
4358,Age_Unknown,United States
4365,19-30,Canada
4366,Age_Unknown,United States
4375,31-40,United States
4385,31-40,United States
4386,Age_Unknown,United States
4402,Age_Unknown,United Kingdom
4420,19-30,Switzerland
4426,Age_Unknown,United States
4431,Age_Unknown,United States
4432,61+,United Kingdom
4433,11-19,Romania
4435,19-30,Italy
4437,Age_Unknown,Country_Unknown
4438,41-60,United States
4444,19-30,United States
4483,Age_Unknown,Canada
4497,19-30,Austria
4514,19-30,Portugal
4516,61+,United States
4518,19-30,Italy
4521,Age_Unknown,Canada
4524,19-30,Italy
4539,41-60,Australia
4541,31-40,United States
4547,19-30,Italy
4551,Age_Unknown,United States
4556,Age_Unknown,United States
4570,31-40,United States
4571,19-30,Australia
4573,31-40,United States
4574,Age_Unknown,United States
4579,Age_Unknown,Canada
4591,19-30,Austria
4600,31-40,United States
4622,11-19,United States
4669,Age_Unknown,Country_Unknown
4686,Age_Unknown,Argentina
4705,Age_Unknown,United States
4714,19-30,United States
4732,Age_Unknown,United States
4754,Age_Unknown,United States
4766,Age_Unknown,Canada
4769,31-40,United States
4784,19-30,United States
4785,19-30,United States
4795,11-19,United States
4802,19-30,United Kingdom
4809,Age_Unknown,United States
4816,Age_Unknown,United States
4820,Age_Unknown,United States
4821,41-60,United States
4823,31-40,United States
4838,Age_Unknown,Germany
4845,Age_Unknown,Country_Unknown
4864,19-30,United States
4870,31-40,United States
4878,Age_Unknown,United States
4886,41-60,Spain
4896,11-19,Romania
4900,19-30,Country_Unknown
4904,Age_Unknown,Country_Unknown
4912,Age_Unknown,United States
4914,Age_Unknown,Country_Unknown
4937,Age_Unknown,Australia
4938,19-30,United States
4944,Age_Unknown,United States
4947,31-40,Portugal
4948,41-60,Switzerland
4965,Age_Unknown,United States
4972,19-30,Spain
4973,19-30,Canada
4980,19-30,United States
4994,11-19,United States
4995,31-40,United States
4999,41-60,United States
5003,Age_Unknown,United States
5012,19-30,United States
5021,Age_Unknown,United States
5022,Age_Unknown,Germany
5025,Age_Unknown,Canada
5027,31-40,New Zealand
5034,19-30,United States
5037,19-30,United States
5040,Age_Unknown,United States
5048,Age_Unknown,Canada
5049,31-40,United States
5055,11-19,United States
5062,19-30,United States
5079,19-30,Italy
5091,Age_Unknown,Malta
5100,31-40,United States
5101,Age_Unknown,Canada
5126,41-60,United States
5127,31-40,Italy
5146,19-30,Italy
5151,19-30,Spain
5158,19-30,France
5162,61+,United States
5163,Age_Unknown,United States
5170,11-19,United States
5173,31-40,Spain
5183,Age_Unknown,Philippines
5186,41-60,United States
5204,19-30,France
5207,31-40,United States
5208,19-30,France
5209,41-60,United States
5225,19-30,Germany
5249,Age_Unknown,United States
5268,Age_Unknown,United States
5275,Age_Unknown,Canada
5285,31-40,United States
5286,11-19,United States
5287,19-30,Canada
5289,Age_Unknown,United States
5294,19-30,Canada
5295,Age_Unknown,United States
5296,31-40,United States
5297,Age_Unknown,Australia
5328,Age_Unknown,United States
5331,19-30,United Kingdom
5333,41-60,Netherlands
5337,Age_Unknown,United States
5346,Age_Unknown,Country_Unknown
5350,19-30,Germany
5358,41-60,United States
5359,41-60,United States
5361,61+,United States
5371,Age_Unknown,United States
5375,41-60,United States
5385,19-30,United States
5400,19-30,Italy
5409,Age_Unknown,United States
5414,Age_Unknown,United States
5416,Age_Unknown,United States
5424,Age_Unknown,United States
5426,31-40,United States
5429,41-60,United States
5439,61+,United States
5443,Age_Unknown,United States
5444,Age_Unknown,Italy
5448,11-19,United States
5451,19-30,United States
5452,19-30,United States
5459,Age_Unknown,United States
5463,31-40,Spain
5474,Age_Unknown,United States
5476,Age_Unknown,Country_Unknown
5479,19-30,United States
5483,19-30,Malaysia
5490,31-40,United States
5498,Age_Unknown,Canada
5499,41-60,Country_Unknown
5501,Age_Unknown,United States
5506,19-30,United States
5531,Age_Unknown,United States
5537,Age_Unknown,United States
5539,31-40,United States
5543,19-30,United States
5553,19-30,United Kingdom
5555,Age_Unknown,France
5559,31-40,United States
5562,19-30,United Kingdom
5576,19-30,Canada
5582,19-30,United States
5585,31-40,United States
5587,Age_Unknown,United Kingdom
5591,41-60,United States
5599,31-40,Country_Unknown
5600,Age_Unknown,United States
5604,41-60,Germany
5609,19-30,Romania
5634,19-30,Spain
5636,Age_Unknown,United States
5638,Age_Unknown,United States
5639,31-40,Italy
5649,Age_Unknown,Country_Unknown
5665,31-40,United States
5669,Age_Unknown,United States
5674,11-19,United States
5677,Age_Unknown,United States
5678,Age_Unknown,United States
5702,11-19,Australia
5703,Age_Unknown,United States
5704,41-60,Australia
5705,Age_Unknown,United Kingdom
5709,11-19,Malaysia
5710,19-30,United States
5722,19-30,United States
5728,19-30,United States
5737,41-60,United States
5741,19-30,United States
5746,Age_Unknown,United States
5766,31-40,United States
5768,Age_Unknown,United States
5770,31-40,United Kingdom
5774,31-40,United States
5775,31-40,United States
5777,0-10,United States
5782,61+,United States
5783,31-40,United States
5784,41-60,Canada
5790,31-40,United Kingdom
5791,Age_Unknown,United States
5792,11-19,Country_Unknown
5815,Age_Unknown,United States
5816,19-30,France
5817,Age_Unknown,United States
5830,19-30,United States
5834,19-30,Germany
5850,Age_Unknown,Country_Unknown
5857,Age_Unknown,Italy
5860,41-60,United States
5861,11-19,United States
5866,Age_Unknown,United States
5867,19-30,United States
5868,41-60,United States
5875,11-19,United States
5882,Age_Unknown,Canada
5896,Age_Unknown,United States
5899,19-30,Germany
5903,19-30,Austria
5912,19-30,Portugal
5916,31-40,Australia
5920,31-40,United States
5922,19-30,United States
5932,Age_Unknown,United States
5942,Age_Unknown,United States
5948,Age_Unknown,United States
5955,Age_Unknown,United States
5956,19-30,United States
5958,31-40,Canada
5963,31-40,United States
5968,31-40,Denmark
5981,Age_Unknown,Canada
5988,41-60,United States
5990,41-60,United States
5998,31-40,United States
6004,31-40,Italy
6007,Age_Unknown,Canada
6012,Age_Unknown,New Zealand
6015,Age_Unknown,United States
6016,Age_Unknown,United States
6017,11-19,United Kingdom
6018,31-40,United States
6019,11-19,Australia
6022,11-19,United States
6025,Age_Unknown,United States
6026,Age_Unknown,United States
6041,Age_Unknown,United States
6051,31-40,United States
6066,31-40,Australia
6073,19-30,United States
6074,19-30,United States
6076,Age_Unknown,United States
6083,31-40,Australia
6092,Age_Unknown,United Kingdom
6096,19-30,United States
6102,19-30,United States
6107,31-40,Germany
6112,11-19,United States
6114,31-40,United Kingdom
6115,Age_Unknown,United States
6120,31-40,United States
6124,19-30,United States
6125,Age_Unknown,United States
6135,Age_Unknown,United States
6139,19-30,Country_Unknown
6142,31-40,United Kingdom
6153,Age_Unknown,United States
6168,Age_Unknown,United States
6169,Age_Unknown,United States
6173,11-19,Canada
6178,Age_Unknown,Country_Unknown
6184,11-19,United States
6193,11-19,United States
6196,Age_Unknown,United States
6207,19-30,France
6217,Age_Unknown,United States
6218,Age_Unknown,Canada
6226,31-40,United States
6238,31-40,United Kingdom
6239,Age_Unknown,United States
6242,Age_Unknown,Canada
6243,Age_Unknown,United States
6247,19-30,United States
6249,Age_Unknown,United States
6251,31-40,United States
6252,31-40,Australia
6253,31-40,United Kingdom
6254,Age_Unknown,United States
6261,41-60,United States
6263,19-30,Germany
6264,41-60,United States
6273,Age_Unknown,Italy
6274,19-30,Italy
6280,41-60,Spain
6285,61+,Canada
6295,19-30,Italy
6298,41-60,Canada
6302,61+,Canada
6308,Age_Unknown,United States
6312,31-40,United States
6318,19-30,United States
6323,31-40,United States
6330,31-40,Country_Unknown
6333,41-60,United States
6336,41-60,Canada
6338,11-19,United States
6339,11-19,New Zealand
6345,19-30,United States
6347,19-30,Canada
6348,Age_Unknown,United States
6349,61+,United States
6360,19-30,Spain
6364,31-40,United States
6365,Age_Unknown,Australia
6366,19-30,Spain
6367,Age_Unknown,United States
6368,19-30,United States
6376,Age_Unknown,United States
6392,Age_Unknown,Country_Unknown
6394,41-60,United States
6398,19-30,United States
6400,31-40,United States
6401,Age_Unknown,United States
6415,Age_Unknown,United States
6424,Age_Unknown,United States
6431,19-30,United States
6432,19-30,Canada
6440,19-30,Spain
6450,19-30,Canada
6452,Age_Unknown,United States
6456,19-30,United States
6462,19-30,United States
6466,41-60,United States
6472,31-40,United States
6478,Age_Unknown,United States
6492,31-40,Canada
6497,Age_Unknown,United States
6501,19-30,United States
6505,41-60,United States
6509,31-40,Germany
6516,19-30,New Zealand
6532,Age_Unknown,Canada
6535,19-30,Portugal
6537,19-30,Country_Unknown
6543,31-40,United States
6545,19-30,Canada
6556,Age_Unknown,United States
6563,31-40,United States
6564,31-40,Portugal
6566,Age_Unknown,United States
6568,Age_Unknown,United States
6574,61+,United States
6575,Age_Unknown,United States
6577,61+,United States
6582,31-40,United States
6592,31-40,Canada
6599,Age_Unknown,United States
6601,Age_Unknown,United States
6604,41-60,United States
6606,31-40,Italy
6608,19-30,United States
6611,19-30,Romania
6629,19-30,United States
6635,19-30,Country_Unknown
6637,19-30,United States
6652,41-60,United States
6662,31-40,Canada
6667,Age_Unknown,Canada
6670,41-60,United States
6671,41-60,United States
6678,Age_Unknown,Canada
6679,Age_Unknown,United States
6680,11-19,United States
6682,11-19,United States
6689,Age_Unknown,United States
6697,31-40,United States
6698,19-30,United States
6700,19-30,United States
6704,31-40,United States
6710,19-30,United States
6731,19-30,United States
